ObjectId,Country,ISO2,ISO3,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
22,Benin,BJ,BEN,9.527386858,5.881396843,-0.753446316,-3.990385104,-3.049523401,1.096397717,-5.118488585,6.503198175,-5.378804896,6.209868181,6.993161384,1.763255678,6.272247498,7.89175489,2.744686571,3.240876391,-5.422431287,2.507284675,4.167740383,-2.436086457,-1.979122073,-3.228720209,7.951141668,-8.139835874,-6.800628045,-2.962592076,4.221388535,3.123682123,3.55068817,3.410556734,-2.618455034,-0.965072232,-9.569643578,-5.958157437,-0.170039389,9.07219933,9.779788321,-8.141039186,-2.058244516,-8.417083301,1.311055494,-1.434042614,-4.433683456,5.180748192,9.517952007,-7.752621348,-6.659707875,3.207970397,2.311832028,-1.340428521,-5.30702761,-9.788283999,-8.405392576,6.587828655,2.108402042,-1.801775342,-1.901545197,-6.010192738,-0.524097582,-3.304595048,7.627588901,-2.71219289
23,Bhutan,BT,BTN,9.845644779,-4.944593815,-4.20654611,-7.354168331,-6.270530076,-2.189397,0.957709002,4.411609707,9.090179547,-7.068940291,3.618657951,-0.636298357,-7.875470076,6.802419261,-1.249831658,-9.854545784,4.005328773,4.984473069,2.017871976,-6.865088926,-1.754859669,2.534326648,1.389002682,-3.690558162,-5.88552612,3.811744847,-3.058073447,-2.308251258,1.820139046,7.478813782,7.279714886,-5.479641214,4.665956961,-1.956580693,-5.081052904,-4.815924489,2.760274652,-5.769095618,9.656253082,-1.385612995,7.831535686,2.817590747,-5.709552269,4.000633251,-9.044539249,5.727785455,-5.791365562,-6.210756591,0.270901256,-9.903910647,-2.183240619,3.562847173,6.448062385,8.651120566,-2.870682585,-4.774564654,1.979635424,-9.948947101,2.331444986,5.781645993,-9.935600733,-2.960830798
24,Bolivia,BO,BOL,9.029655024,-1.777511312,-2.082533641,-2.104726317,4.024879133,-8.679619836,-6.453309068,2.580631412,0.913813618,-7.158795993,-8.217064901,2.124657807,-6.671707383,8.870345967,5.616289494,7.360177005,7.036258307,-1.162752357,-4.888174825,5.605896691,-8.061591627,-8.546021492,-5.051821089,-5.813869863,-3.94244291,2.487203601,8.068262987,-9.940460151,-1.189505,-5.401076942,8.950392676,0.221436105,-9.619534927,2.080565332,-2.423849972,-3.344952915,-3.268963768,-5.388682549,-0.535643082,2.678760798,-1.953338322,9.950697913,5.925495095,8.833929101,6.943922275,2.316560712,-8.349688053,4.508196769,-2.509301017,-4.585842527,6.054131092,0.004782977,-9.130563005,-3.806255747,1.529953595,7.269245487,-8.234136176,-5.576206963,9.998728241,-3.660637774,-3.493535068,-7.103863678
25,Bosnia and Herzegovina,BA,BIH,-3.499119172,5.386391347,-1.811390833,-6.711239395,3.455125534,0.618555625,2.407925024,-7.988462636,2.478030988,8.827092442,8.741435335,5.883552103,-2.391902004,-5.282858233,0.856725683,-0.714928019,-5.095129317,1.647496145,-1.096547435,-4.722719415,-2.074257089,-2.813457586,7.616695925,1.180562489,-7.577062836,8.175967971,0.952607063,-5.034843309,1.673322895,-8.030114419,-8.975240133,8.121475984,-8.431605399,-6.801204168,4.299537082,1.717127322,-7.998621158,-0.787471675,-1.333639699,0.287563821,7.036525249,2.511475041,4.349621691,3.961337496,2.274840519,7.881293075,-4.72832919,-2.060045066,-3.901621917,-3.363680483,2.164634995,-2.480872687,4.713255237,0.673256594,9.271820113,-4.446972985,5.235933347,-2.330765959,4.13377328,-9.269974741,5.26578821,-1.312033134
26,Botswana,BW,BWA,-7.898591829,-9.555016312,1.40651368,-4.517903233,5.201918125,9.907132891,-3.908826541,-9.853915526,8.918276744,-9.813267309,-1.08238645,3.594155924,7.507803073,-5.57158718,-4.639653771,1.773876068,8.844250051,4.705230495,-3.586482271,-5.342793192,5.854411865,6.767481132,-0.533233227,-3.321147355,-5.313911293,-5.193253007,-5.568569644,9.170381653,0.446668026,4.045301712,-7.020151903,-2.375274589,-5.400188741,2.851608921,-8.570574952,7.620938936,6.972769074,5.157001311,1.41894458,2.432350875,4.960423004,-1.185759155,-5.880543363,6.213037073,0.178554077,1.169856941,-5.626608942,-7.071433919,4.946351018,-3.603523925,-2.068718493,-9.744448614,9.904848085,4.306351589,-8.839815511,-2.754632438,9.527027993,2.507043858,3.906810612,-0.909871145,-7.777492115,3.250888834
27,Brazil,BR,BRA,4.746575741,-9.429667872,-8.428811822,-9.040377836,8.426741507,-0.998256906,-8.49209771,8.035431867,-6.224577871,-7.903152728,-9.769635614,6.702153793,-6.816669578,7.30695231,-9.433631017,-1.621574549,2.041878337,-9.601001779,-5.475689983,4.706627774,-7.149373954,3.656224206,8.458206242,0.833157093,2.209227641,7.651895225,-6.803812458,-9.407812479,-2.13823599,-9.461310587,-0.77613536,-5.467774593,4.99253173,6.184542715,-6.515249653,0.842061862,6.17577048,7.46447886,5.00095344,3.750222279,-6.299540705,2.728939202,-4.926148831,3.515631049,6.826393114,7.281418141,1.912440157,0.549491479,-8.488707422,-7.313151358,-2.120172379,-8.091714006,3.980643856,3.326759866,8.090469255,-3.494604501,-8.580723462,8.343612579,-7.889635358,-7.382768109,-0.655818388,2.818951602
28,British Virgin Islands,VG,VGB,6.032542144,3.396435613,7.363056679,0.509213676,-2.366549783,2.424037661,3.040422782,2.062873858,7.502863827,8.837808883,0.968651052,9.940265653,6.619069341,-2.670892631,8.593442798,-9.19070362,4.473704528,-6.653022374,-8.816805235,5.780773317,-0.40513856,-3.947175074,-4.311715466,5.366234372,-1.462156497,-9.466357482,0.884472448,6.569483215,-3.695329326,-2.792291959,4.508935077,1.101352075,-8.318998841,9.873465282,5.079013535,2.214169522,1.032019518,4.696080634,9.246759992,-2.149827537,-0.830697136,-5.186991451,-6.634650121,6.917060765,6.248072913,-2.834211945,-6.523181598,6.968247177,-0.664921398,3.209094061,1.285412915,-2.218493345,-2.993671265,7.681991737,1.61438774,1.164997439,-3.56355517,9.27638362,5.255329768,-3.330265826,5.375904147,8.818293605
29,Brunei Darussalam,BN,BRN,-6.701013582,-9.97957693,6.50370208,-9.079265009,-8.129655771,4.767876742,4.610787538,-7.711412856,6.474117667,6.113231776,-6.189887691,-1.854680643,0.698493673,-5.974458755,-5.497695513,-5.405597714,4.073876383,6.959846052,3.830216964,5.446034129,-1.80601009,-4.252726528,-5.901190698,9.077823439,9.204797127,5.353250527,3.104766246,6.975241989,-6.584828244,0.114811118,-3.467942674,8.939302062,-8.930311968,8.031840496,5.558236498,-6.34181397,-7.125341084,-8.117131661,8.739384946,-6.345182531,3.357983648,-6.465393,3.748971384,3.873761101,4.106473014,8.449146959,0.638214448,-3.900299073,-8.320360842,5.116657154,8.958124305,-8.987228898,-9.106535943,-7.828966703,8.382191876,9.006913214,6.971942464,-0.279641233,-5.972037387,3.539222523,8.691003027,7.9858956
30,Bulgaria,BG,BGR,-5.908464989,4.434389308,-0.454294441,5.942393246,2.953880253,-1.221395522,-9.987457807,-3.778041638,3.440151905,-6.73357415,-4.266530269,9.297826785,3.689598812,-6.224141612,-8.99057039,9.909646249,-2.035382738,2.925669694,-9.103069957,2.118331172,-5.5700295,-9.92099067,-8.081266478,-8.595912713,-8.838046355,6.196091278,8.116373875,-5.850679549,-8.102537475,-5.822449295,1.119348672,8.769569326,6.79101703,-3.352720676,7.455496346,6.284586899,-0.496608225,5.161330523,-8.328469456,-1.244017409,3.691248854,-3.864685066,-4.439328423,4.948993397,1.793205392,-1.796502428,4.927170826,6.962600706,-2.717369905,8.821321036,5.751966158,1.611066181,-8.805635826,-1.499929561,5.576119264,4.335176294,-9.269146716,2.569093174,-2.856709812,-7.162491275,-3.467825139,8.643280647
31,Burkina Faso,BF,BFA,-0.028000805,9.537656492,-1.597558675,7.743598271,7.653861847,-5.429570537,7.636519807,4.806181231,7.884620563,-8.280654839,-2.967582547,-6.29088033,6.890140589,-6.207097377,5.369869104,-9.420557322,-6.168046129,-3.940288966,8.587927179,3.938001851,-0.565086367,-6.61010299,-4.061671083,8.818774632,4.639634927,8.338724933,-5.639428228,6.922535039,3.692551838,-7.897942158,9.606452178,6.048387969,1.218621577,-0.692705912,-2.463491513,-2.315906223,-1.802839699,-9.07517335,4.898784474,3.984472312,6.444617347,1.237255617,-7.130928794,-3.912537391,-2.250307909,7.422204806,8.171910934,8.999517268,-0.064896093,-6.867458039,6.923872614,-5.681205786,2.111402727,9.27623269,-6.227723429,6.88241665,-4.088201513,-1.355134564,-5.254767072,8.223551954,7.008183835,-9.213799302
32,Burundi,BI,BDI,-3.282211915,3.084404262,-2.350046869,-2.194997967,8.791445989,5.50550835,4.180280902,1.624002242,8.149532838,5.659512324,8.020560872,4.849899449,-5.755582333,-6.471158723,5.530649466,9.024013514,-3.751305839,-9.29129409,9.96247208,8.026740455,2.335813586,-5.881637915,9.267888363,3.941820276,-4.407025972,9.500317298,3.958560268,-5.750208285,-5.577738402,-9.811062754,9.398605865,3.195142091,9.324797619,-3.389420427,4.959219302,-2.200160507,-4.067851944,-4.28728736,6.068345559,4.710499923,5.280611686,-0.037537335,-8.032869903,-1.822903527,7.023857109,2.40780773,-1.755834009,0.407631596,1.693024798,7.326012202,-5.424063874,-8.37929443,-2.670881229,-6.558250589,8.548196343,9.842542683,2.58507607,9.989498082,-3.367151095,4.000823504,-4.463691563,9.371071207
